,tr,Sentence,tr,index,tr_shift,prev_tr,story_section,n_tokens,lemma,pos,tag,dep_rel,dep_head
82,82,She hates her age.,82,B1.12,1.0,81.0,B1,2225,"['-PRON-', 'hate', '-PRON-', 'age', '.']","['PRON', 'VERB', 'DET', 'NOUN', 'PUNCT']","['PRP', 'VBZ', 'PRP$', 'NN', '.']","['nsubj', 'ROOT', 'poss', 'dobj', 'punct']","['hates', 'hates', 'age', 'hates', 'hates']"
83,83,She hates being,83,B1.13,1.0,82.0,B1,2225,"['-PRON-', 'hate', 'be']","['PRON', 'VERB', 'AUX']","['PRP', 'VBZ', 'VBG']","['nsubj', 'ROOT', 'xcomp']","['hates', 'hates', 'hates']"
84,84,Sasha's stepmother.,84,B1.13,1.0,83.0,B1,2225,"['Sasha', ""'s"", 'stepmother', '.']","['PROPN', 'PART', 'NOUN', 'PUNCT']","['NNP', 'POS', 'NN', '.']","['poss', 'case', 'attr', 'punct']","['stepmother', 'Sasha', 'being', 'hates']"
85,85,"""You think I should talk to her, Maggie?""",85,B1.14,1.0,84.0,B1,2225,"['""', '-PRON-', 'think', '-PRON-', 'should', 'talk', 'to', '-PRON-', ',', 'Maggie', '?', '""']","['PUNCT', 'PRON', 'VERB', 'PRON', 'VERB', 'VERB', 'ADP', 'PRON', 'PUNCT', 'PROPN', 'PUNCT', 'PUNCT']","['``', 'PRP', 'VBP', 'PRP', 'MD', 'VB', 'IN', 'PRP', ',', 'NNP', '.', ""''""]","['punct', 'nsubj', 'ROOT', 'nsubj', 'aux', 'ccomp', 'prep', 'pobj', 'punct', 'npadvmod', 'punct', 'punct']","['think', 'think', 'think', 'talk', 'talk', 'think', 'talk', 'to', 'talk', 'talk', 'think', 'think']"
86,86,Margaret turns and wraps,86,B1.15,1.0,85.0,B1,2225,"['Margaret', 'turn', 'and', 'wrap']","['PROPN', 'VERB', 'CCONJ', 'VERB']","['NNP', 'VBZ', 'CC', 'VBZ']","['nsubj', 'ROOT', 'cc', 'conj']","['turns', 'turns', 'turns', 'turns']"
87,87,her arms around,87,B1.15,1.0,86.0,B1,2225,"['-PRON-', 'arm', 'around']","['DET', 'NOUN', 'ADP']","['PRP$', 'NNS', 'IN']","['poss', 'dobj', 'prep']","['arms', 'wraps', 'wraps']"
88,88,Steven’s stooped frame.,88,B1.15,1.0,87.0,B1,2225,"['Steven', '’s', 'stoop', 'frame', '.']","['PROPN', 'PART', 'VERB', 'NOUN', 'PUNCT']","['NNP', 'POS', 'VBN', 'NN', '.']","['poss', 'case', 'amod', 'pobj', 'punct']","['frame', 'Steven', 'frame', 'around', 'turns']"
89,89,He looks much older than 50.,89,B1.16,1.0,88.0,B1,2225,"['-PRON-', 'look', 'much', 'old', 'than', '50', '.']","['PRON', 'VERB', 'ADV', 'ADJ', 'SCONJ', 'NUM', 'PUNCT']","['PRP', 'VBZ', 'RB', 'JJR', 'IN', 'CD', '.']","['nsubj', 'ROOT', 'advmod', 'acomp', 'prep', 'pobj', 'punct']","['looks', 'looks', 'older', 'looks', 'older', 'than', 'looks']"
90,90,"“She doesn't talk to me,""",90,B1.17,1.0,89.0,B1,2225,"['""', '-PRON-', 'do', 'not', 'talk', 'to', '-PRON-', ',', '""']","['PUNCT', 'PRON', 'AUX', 'PART', 'VERB', 'ADP', 'PRON', 'PUNCT', 'PUNCT']","['``', 'PRP', 'VBZ', 'RB', 'VB', 'IN', 'PRP', ',', ""''""]","['punct', 'nsubj', 'aux', 'neg', 'ccomp', 'prep', 'pobj', 'punct', 'punct']","['whispers', 'talk', 'talk', 'talk', 'whispers', 'talk', 'to', 'whispers', 'whispers']"
91,91,"Margaret whispers. ""So yes,",91,B1.17,1.0,90.0,B1,2225,"['Margaret', 'whisper', '.', '""', 'so', 'yes', ',']","['PROPN', 'VERB', 'PUNCT', 'PUNCT', 'ADV', 'INTJ', 'PUNCT']","['NNP', 'VBZ', '.', '``', 'RB', 'UH', '.']","['nsubj', 'ROOT', 'punct', 'punct', 'advmod', 'ROOT', 'punct']","['whispers', 'whispers', 'whispers', 'yes', 'yes', 'yes', 'yes']"
92,92,,92,,,,B1,2225,[],[],[],[],[]
93,93,I think you should do it.” She stops.,93,B1.18,2.0,91.0,B1,2225,"['-PRON-', 'think', '-PRON-', 'should', 'do', '-PRON-', '.', '""', '-PRON-', 'stop', '.']","['PRON', 'VERB', 'PRON', 'VERB', 'AUX', 'PRON', 'PUNCT', 'PUNCT', 'PRON', 'VERB', 'PUNCT']","['PRP', 'VBP', 'PRP', 'MD', 'VB', 'PRP', '.', ""''"", 'PRP', 'VBZ', '.']","['nsubj', 'ROOT', 'nsubj', 'aux', 'ccomp', 'dobj', 'punct', 'punct', 'nsubj', 'ROOT', 'punct']","['think', 'think', 'do', 'do', 'think', 'do', 'think', 'think', 'stops', 'stops', 'stops']"
94,94,“I'll be home,94,B1.20,1.0,93.0,B1,2225,"['""', '-PRON-', 'will', 'be', 'home']","['PUNCT', 'PRON', 'VERB', 'AUX', 'NOUN']","['``', 'PRP', 'MD', 'VB', 'NN']","['punct', 'nsubj', 'aux', 'ccomp', 'advmod']","['adds', 'be', 'be', 'adds', 'be']"
95,95,"late tonight,”",95,B1.20,1.0,94.0,B1,2225,"['late', 'tonight', ',', '""']","['ADJ', 'NOUN', 'PUNCT', 'PUNCT']","['JJ', 'NN', ',', ""''""]","['amod', 'npadvmod', 'punct', 'punct']","['tonight', 'be', 'adds', 'adds']"
96,96,she adds.,96,B1.20,1.0,95.0,B1,2225,"['-PRON-', 'add', '.']","['PRON', 'VERB', 'PUNCT']","['PRP', 'VBZ', '.']","['nsubj', 'ROOT', 'punct']","['adds', 'adds', 'adds']"
97,97,"She wants Steven to ask why, but he doesn't.",97,B1.21,1.0,96.0,B1,2225,"['-PRON-', 'want', 'Steven', 'to', 'ask', 'why', ',', 'but', '-PRON-', 'do', 'not', '.']","['PRON', 'VERB', 'PROPN', 'PART', 'VERB', 'ADV', 'PUNCT', 'CCONJ', 'PRON', 'AUX', 'PART', 'PUNCT']","['PRP', 'VBZ', 'NNP', 'TO', 'VB', 'WRB', ',', 'CC', 'PRP', 'VBZ', 'RB', '.']","['nsubj', 'ROOT', 'nsubj', 'aux', 'ccomp', 'advmod', 'punct', 'cc', 'nsubj', 'conj', 'neg', 'punct']","['wants', 'wants', 'ask', 'ask', 'wants', 'ask', 'wants', 'wants', 'does', 'wants', 'does', 'does']"
98,98,,98,,,,B1,2225,[],[],[],[],[]
99,99,,99,,2.0,97.0,B1,2225,[],[],[],[],[]
100,100,,100,,1.0,99.0,B1,2225,[],[],[],[],[]
101,101,,101,,,,B1,2225,[],[],[],[],[]
102,102,The Graduation party keeps going.,102,A2.1,2.0,100.0,A2,2225,"['the', 'Graduation', 'party', 'keep', 'go', '.']","['DET', 'PROPN', 'NOUN', 'VERB', 'VERB', 'PUNCT']","['DT', 'NNP', 'NN', 'VBZ', 'VBG', '.']","['det', 'compound', 'nsubj', 'ROOT', 'xcomp', 'punct']","['party', 'party', 'keeps', 'keeps', 'keeps', 'keeps']"
103,103,"Clara stares at her husband,",103,A2.2,1.0,102.0,A2,2225,"['Clara', 'stare', 'at', '-PRON-', 'husband', ',']","['PROPN', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']","['NNP', 'VBZ', 'IN', 'PRP$', 'NN', ',']","['nsubj', 'ROOT', 'prep', 'poss', 'pobj', 'punct']","['stares', 'stares', 'stares', 'husband', 'at', 'stares']"
104,104,once the most handsome man,104,A2.2,1.0,103.0,A2,2225,"['once', 'the', 'most', 'handsome', 'man']","['ADV', 'DET', 'ADV', 'ADJ', 'NOUN']","['RB', 'DT', 'RBS', 'JJ', 'NN']","['advmod', 'det', 'advmod', 'amod', 'advcl']","['man', 'man', 'handsome', 'man', 'stares']"
105,105,in the room: Gary's,105,A2.2,1.0,104.0,A2,2225,"['in', 'the', 'room', ':', 'Gary', ""'s""]","['ADP', 'DET', 'NOUN', 'PUNCT', 'PROPN', 'PART']","['IN', 'DT', 'NN', ':', 'NNP', 'POS']","['prep', 'det', 'pobj', 'punct', 'poss', 'case']","['man', 'room', 'in', 'man', '35', 'Gary']"
106,106,35 and already balding.,106,A2.2,1.0,105.0,A2,2225,"['35', 'and', 'already', 'balding', '.']","['NUM', 'CCONJ', 'ADV', 'ADJ', 'PUNCT']","['CD', 'CC', 'RB', 'JJ', '.']","['appos', 'cc', 'advmod', 'conj', 'punct']","['man', '35', 'balding', '35', 'stares']"
107,107,,107,,,,A2,2225,[],[],[],[],[]
108,108,His face is liquor-flushed,108,A2.3,2.0,106.0,A2,2225,"['-PRON-', 'face', 'be', 'liquor', '-', 'flush']","['DET', 'NOUN', 'AUX', 'NOUN', 'PUNCT', 'VERB']","['PRP$', 'NN', 'VBZ', 'NN', 'HYPH', 'VBN']","['poss', 'nsubj', 'ROOT', 'npadvmod', 'punct', 'acomp']","['face', 'is', 'is', 'flushed', 'flushed', 'is']"
109,109,as he bends over,109,A2.3,1.0,108.0,A2,2225,"['as', '-PRON-', 'bend', 'over']","['SCONJ', 'PRON', 'VERB', 'ADP']","['IN', 'PRP', 'VBZ', 'RP']","['mark', 'nsubj', 'advcl', 'prt']","['bends', 'bends', 'flushed', 'bends']"
110,110,a 4-month-old baby-boy.,110,A2.3,1.0,109.0,A2,2225,"['a', '4-month', '-', 'old', 'baby', '-', 'boy', '.']","['DET', 'ADJ', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT']","['DT', 'JJ', 'HYPH', 'JJ', 'NN', 'HYPH', 'NN', '.']","['det', 'advmod', 'punct', 'amod', 'compound', 'punct', 'dobj', 'punct']","['boy', 'old', 'old', 'boy', 'boy', 'boy', 'bends', 'is']"
111,111,"Son of friends. His friends,",111,A2.4,1.0,110.0,A2,2225,"['Son', 'of', 'friend', '.', '-PRON-', 'friend', ',']","['PROPN', 'ADP', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'PUNCT']","['NNP', 'IN', 'NNS', '.', 'PRP$', 'NNS', ',']","['ROOT', 'prep', 'pobj', 'punct', 'poss', 'ROOT', 'punct']","['Son', 'Son', 'of', 'Son', 'friends', 'friends', 'friends']"
112,112,not hers.,112,A2.5,1.0,111.0,A2,2225,"['not', 'hers', '.']","['PART', 'DET', 'PUNCT']","['RB', 'PRP$', '.']","['neg', 'appos', 'punct']","['friends', 'friends', 'friends']"
113,113,He asks to hold the,113,A2.6,1.0,112.0,A2,2225,"['-PRON-', 'ask', 'to', 'hold', 'the']","['PRON', 'VERB', 'PART', 'VERB', 'DET']","['PRP', 'VBZ', 'TO', 'VB', 'DT']","['nsubj', 'ROOT', 'aux', 'xcomp', 'det']","['asks', 'asks', 'hold', 'asks', 'boy']"
114,114,"boy, and Clara's eyes melt.",114,A2.6,1.0,113.0,A2,2225,"['boy', ',', 'and', 'Clara', ""'s"", 'eye', 'melt', '.']","['NOUN', 'PUNCT', 'CCONJ', 'PROPN', 'PART', 'NOUN', 'VERB', 'PUNCT']","['NN', ',', 'CC', 'NNP', 'POS', 'NNS', 'VBP', '.']","['dobj', 'punct', 'cc', 'poss', 'case', 'nsubj', 'conj', 'punct']","['hold', 'asks', 'asks', 'eyes', 'Clara', 'melt', 'asks', 'asks']"
115,115,In an alternate universe this,115,A2.7,1.0,114.0,A2,2225,"['in', 'an', 'alternate', 'universe', 'this']","['ADP', 'DET', 'ADJ', 'NOUN', 'DET']","['IN', 'DT', 'JJ', 'NN', 'DT']","['prep', 'det', 'amod', 'pobj', 'det']","['be', 'universe', 'universe', 'In', 'boy']"
116,116,boy would be theirs.,116,A2.7,1.0,115.0,A2,2225,"['boy', 'would', 'be', '-PRON-', '.']","['NOUN', 'VERB', 'AUX', 'PRON', 'PUNCT']","['NN', 'MD', 'VB', 'PRP', '.']","['nsubj', 'aux', 'ROOT', 'attr', 'punct']","['be', 'be', 'be', 'be', 'be']"
117,117,"Gary's awkward, the baby",117,A2.8,1.0,116.0,A2,2225,"['Gary', ""'s"", 'awkward', ',', 'the', 'baby']","['PROPN', 'PART', 'ADJ', 'PUNCT', 'DET', 'NOUN']","['NNP', 'POS', 'JJ', ',', 'DT', 'NN']","['npadvmod', 'case', 'amod', 'punct', 'det', 'nsubj']","['starts', 'Gary', 'Gary', 'starts', 'baby', 'starts']"
118,118,starts crying and,118,A2.8,1.0,117.0,A2,2225,"['start', 'cry', 'and']","['VERB', 'VERB', 'CCONJ']","['VBZ', 'VBG', 'CC']","['ROOT', 'xcomp', 'cc']","['starts', 'starts', 'starts']"
119,119,"everyone laughs:""You're not",119,A2.8,1.0,118.0,A2,2225,"['everyone', 'laughs:""You\'re', 'not']","['PRON', 'VERB', 'PART']","['NN', 'VBZ', 'RB']","['nsubj', 'conj', 'neg']","['laughs:""You\'re', 'starts', 'laughs:""You\'re']"
120,120,"daddy material, man...""",120,A2.8,1.0,119.0,A2,2225,"['daddy', 'material', ',', 'man', '...', '""']","['NOUN', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'PUNCT']","['NN', 'NN', ',', 'NN', ':', ""''""]","['compound', 'ROOT', 'punct', 'appos', 'punct', 'punct']","['material', 'material', 'material', 'material', 'material', 'material']"
121,121,Clara can see the back,121,A2.9,1.0,120.0,A2,2225,"['Clara', 'can', 'see', 'the', 'back']","['PROPN', 'VERB', 'VERB', 'DET', 'NOUN']","['NNP', 'MD', 'VB', 'DT', 'NN']","['nsubj', 'aux', 'ccomp', 'det', 'dobj']","['see', 'see', 'red', 'back', 'see']"
122,122,of Gary's neck; all red...,122,A2.9,1.0,121.0,A2,2225,"['of', 'Gary', ""'s"", 'neck', ';', 'all', 'red', '...']","['ADP', 'PROPN', 'PART', 'NOUN', 'PUNCT', 'DET', 'ADJ', 'PUNCT']","['IN', 'NNP', 'POS', 'NN', ':', 'DT', 'JJ', ':']","['prep', 'poss', 'case', 'pobj', 'punct', 'nsubj', 'ROOT', 'punct']","['back', 'neck', 'Gary', 'of', 'see', 'red', 'red', 'red']"
123,123,"Embarrassed, but hiding it.",123,A2.9,1.0,122.0,A2,2225,"['embarrassed', ',', 'but', 'hide', '-PRON-', '.']","['ADJ', 'PUNCT', 'CCONJ', 'VERB', 'PRON', 'PUNCT']","['JJ', ',', 'CC', 'VBG', 'PRP', '.']","['advcl', 'punct', 'cc', 'conj', 'dobj', 'punct']","['red', 'Embarrassed', 'Embarrassed', 'Embarrassed', 'hiding', 'red']"
124,124,She knows this neck.,124,A2.10,1.0,123.0,A2,2225,"['-PRON-', 'know', 'this', 'neck', '.']","['PRON', 'VERB', 'DET', 'NOUN', 'PUNCT']","['PRP', 'VBZ', 'DT', 'NN', '.']","['nsubj', 'ROOT', 'det', 'dobj', 'punct']","['knows', 'knows', 'neck', 'knows', 'knows']"
125,125,Has studied it each,125,A2.11,1.0,124.0,A2,2225,"['have', 'study', '-PRON-', 'each']","['AUX', 'VERB', 'PRON', 'DET']","['VBZ', 'VBN', 'PRP', 'DT']","['aux', 'ROOT', 'dobj', 'det']","['studied', 'studied', 'studied', 'night']"
126,126,night for ten years.,126,A2.11,1.0,125.0,A2,2225,"['night', 'for', 'ten', 'year', '.']","['NOUN', 'ADP', 'NUM', 'NOUN', 'PUNCT']","['NN', 'IN', 'CD', 'NNS', '.']","['npadvmod', 'prep', 'nummod', 'pobj', 'punct']","['studied', 'studied', 'years', 'for', 'studied']"
127,127,And Clara is suddenly filled with,127,A2.12,1.0,126.0,A2,2225,"['and', 'Clara', 'be', 'suddenly', 'fill', 'with']","['CCONJ', 'PROPN', 'AUX', 'ADV', 'VERB', 'ADP']","['CC', 'NNP', 'VBZ', 'RB', 'VBN', 'IN']","['cc', 'nsubjpass', 'auxpass', 'advmod', 'ROOT', 'prep']","['filled', 'filled', 'filled', 'filled', 'filled', 'filled']"
128,128,the need to protect him...,128,A2.12,1.0,127.0,A2,2225,"['the', 'need', 'to', 'protect', '-PRON-', '...']","['DET', 'NOUN', 'PART', 'VERB', 'PRON', 'PUNCT']","['DT', 'NN', 'TO', 'VB', 'PRP', '.']","['det', 'pobj', 'aux', 'acl', 'dobj', 'punct']","['need', 'with', 'protect', 'need', 'protect', 'filled']"
129,129,She puts her hand on the small,129,A2.13,1.0,128.0,A2,2225,"['-PRON-', 'put', '-PRON-', 'hand', 'on', 'the', 'small']","['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN']","['PRP', 'VBZ', 'PRP$', 'NN', 'IN', 'DT', 'NN']","['nsubj', 'ROOT', 'poss', 'dobj', 'prep', 'det', 'pobj']","['puts', 'puts', 'hand', 'puts', 'puts', 'small', 'on']"
130,130,"of his back, hoping he'd turn.",130,A2.13,1.0,129.0,A2,2225,"['of', '-PRON-', 'back', ',', 'hope', '-PRON-', ""'d"", 'turn', '.']","['ADP', 'DET', 'NOUN', 'PUNCT', 'VERB', 'PRON', 'VERB', 'VERB', 'PUNCT']","['IN', 'PRP$', 'NN', ',', 'VBG', 'PRP', 'MD', 'VB', '.']","['prep', 'poss', 'pobj', 'punct', 'advcl', 'nsubj', 'aux', 'ccomp', 'punct']","['small', 'back', 'of', 'puts', 'puts', 'turn', 'turn', 'hoping', 'puts']"
131,131,,131,,,,A2,2225,[],[],[],[],[]
132,132,The baby’s father steps up.,132,A2.14,2.0,130.0,A2,2225,"['the', 'baby', '’s', 'father', 'step', 'up', '.']","['DET', 'NOUN', 'PART', 'NOUN', 'VERB', 'ADP', 'PUNCT']","['DT', 'NN', 'POS', 'NN', 'VBZ', 'RP', '.']","['det', 'poss', 'case', 'nsubj', 'ROOT', 'prt', 'punct']","['baby', 'father', 'baby', 'steps', 'steps', 'steps', 'steps']"
133,133,"""So, is it time",133,A2.15,1.0,132.0,A2,2225,"['""', 'so', ',', 'be', '-PRON-', 'time']","['PUNCT', 'ADV', 'PUNCT', 'AUX', 'PRON', 'NOUN']","['``', 'RB', ',', 'VBZ', 'PRP', 'NN']","['punct', 'advmod', 'punct', 'ROOT', 'nsubj', 'attr']","['is', 'is', 'is', 'is', 'is', 'is']"
134,134,to open that Scotch?,134,A2.15,1.0,133.0,A2,2225,"['to', 'open', 'that', 'Scotch', '?']","['PART', 'VERB', 'DET', 'PROPN', 'PUNCT']","['TO', 'VB', 'DT', 'NNP', '.']","['aux', 'relcl', 'det', 'dobj', 'punct']","['open', 'time', 'Scotch', 'open', 'is']"
135,135,"Clara, you’re moving to New York too?""",135,A2.16,1.0,134.0,A2,2225,"['Clara', ',', '-PRON-', 'be', 'move', 'to', 'New', 'York', 'too', '?', '""']","['PROPN', 'PUNCT', 'PRON', 'VERB', 'VERB', 'ADP', 'PROPN', 'PROPN', 'ADV', 'PUNCT', 'PUNCT']","['NNP', ',', 'PRP', 'VBP', 'VBG', 'IN', 'NNP', 'NNP', 'RB', '.', ""''""]","['npadvmod', 'punct', 'nsubj', 'aux', 'ROOT', 'prep', 'compound', 'pobj', 'advmod', 'punct', 'punct']","['moving', 'moving', 'moving', 'moving', 'moving', 'moving', 'York', 'to', 'moving', 'moving', 'moving']"
136,136,Going where -- doing what?,136,A2.17,1.0,135.0,A2,2225,"['go', 'where', '--', 'do', 'what', '?']","['VERB', 'ADV', 'PUNCT', 'VERB', 'PRON', 'PUNCT']","['VBG', 'WRB', ':', 'VBG', 'WP', '.']","['ROOT', 'advmod', 'punct', 'advcl', 'dobj', 'punct']","['Going', 'doing', 'doing', 'Going', 'doing', 'doing']"
137,137,Clara looks at Gary confused,137,A2.18,1.0,136.0,A2,2225,"['Clara', 'look', 'at', 'Gary', 'confuse']","['PROPN', 'VERB', 'ADP', 'PROPN', 'VERB']","['NNP', 'VBZ', 'IN', 'NNP', 'VBD']","['nsubj', 'ROOT', 'prep', 'pobj', 'advcl']","['looks', 'looks', 'looks', 'at', 'looks']"
138,138,"and he smiles, past her",138,A2.18,1.0,137.0,A2,2225,"['and', '-PRON-', 'smile', ',', 'past', '-PRON-']","['CCONJ', 'PRON', 'VERB', 'PUNCT', 'ADP', 'PRON']","['CC', 'PRP', 'VBZ', ',', 'IN', 'PRP']","['cc', 'nsubj', 'ROOT', 'punct', 'prep', 'pobj']","['smiles', 'smiles', 'smiles', 'smiles', 'smiles', 'past']"
139,139,-- to the crowd.,139,A2.18,1.0,138.0,A2,2225,"['--', 'to', 'the', 'crowd', '.']","['PUNCT', 'ADP', 'DET', 'NOUN', 'PUNCT']","[':', 'IN', 'DT', 'NN', '.']","['punct', 'prep', 'det', 'pobj', 'punct']","['smiles', 'smiles', 'crowd', 'to', 'smiles']"
140,140,,140,,,,A2,2225,[],[],[],[],[]
141,141,He’s basking in the glory of something.,141,A2.19,2.0,139.0,A2,2225,"['-PRON-', '’', 'bask', 'in', 'the', 'glory', 'of', 'something', '.']","['PRON', 'VERB', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'PRON', 'PUNCT']","['PRP', 'VBZ', 'VBG', 'IN', 'DT', 'NN', 'IN', 'NN', '.']","['nsubj', 'aux', 'ROOT', 'prep', 'det', 'pobj', 'prep', 'pobj', 'punct']","['basking', 'basking', 'basking', 'basking', 'glory', 'in', 'glory', 'of', 'basking']"
142,142,"Tommy, the baby's father, looks",142,A2.20,1.0,141.0,A2,2225,"['Tommy', ',', 'the', 'baby', ""'s"", 'father', ',', 'look']","['PROPN', 'PUNCT', 'DET', 'NOUN', 'PART', 'NOUN', 'PUNCT', 'VERB']","['NNP', ',', 'DT', 'NN', 'POS', 'NN', ',', 'VBZ']","['nsubj', 'punct', 'det', 'poss', 'case', 'appos', 'punct', 'ROOT']","['looks', 'Tommy', 'baby', 'father', 'baby', 'Tommy', 'looks', 'looks']"
143,143,at Clara’s face and takes,143,A2.20,1.0,142.0,A2,2225,"['at', 'Clara', '’s', 'face', 'and', 'take']","['ADP', 'PROPN', 'PART', 'NOUN', 'CCONJ', 'VERB']","['IN', 'NNP', 'POS', 'NN', 'CC', 'VBZ']","['prep', 'poss', 'case', 'pobj', 'cc', 'conj']","['looks', 'face', 'Clara', 'at', 'looks', 'looks']"
144,144,a step back --,144,A2.20,1.0,143.0,A2,2225,"['a', 'step', 'back', '--']","['DET', 'NOUN', 'ADV', 'PUNCT']","['DT', 'NN', 'RB', '.']","['det', 'dobj', 'advmod', 'punct']","['step', 'takes', 'step', 'looks']"
145,145,"""Oh man... Did I blow",145,A2.21,1.0,144.0,A2,2225,"['""', 'oh', 'man', '...', 'do', '-PRON-', 'blow']","['PUNCT', 'INTJ', 'INTJ', 'PUNCT', 'AUX', 'PRON', 'VERB']","['``', 'UH', 'UH', '.', 'VBD', 'PRP', 'VB']","['punct', 'intj', 'ROOT', 'punct', 'aux', 'nsubj', 'ROOT']","['man', 'man', 'man', 'man', 'blow', 'blow', 'blow']"
146,146,"the surprise? I'm so sorry…""",146,A2.21,1.0,145.0,A2,2225,"['the', 'surprise', '?', '-PRON-', 'be', 'so', 'sorry', '…', '""']","['DET', 'NOUN', 'PUNCT', 'PRON', 'AUX', 'ADV', 'ADJ', 'PUNCT', 'PUNCT']","['DT', 'NN', '.', 'PRP', 'VBP', 'RB', 'JJ', 'NFP', ""''""]","['det', 'dobj', 'punct', 'nsubj', 'ROOT', 'advmod', 'acomp', 'punct', 'punct']","['surprise', 'blow', 'blow', ""'m"", ""'m"", 'sorry', ""'m"", ""'m"", ""'m""]"
147,147,,147,,,,A2,2225,[],[],[],[],[]
148,148,,148,,2.0,146.0,A2,2225,[],[],[],[],[]
149,149,,149,,1.0,148.0,A2,2225,[],[],[],[],[]
150,150,,150,,1.0,149.0,A2,2225,[],[],[],[],[]
151,151,,151,,,,A2,2225,[],[],[],[],[]
152,152,"""You guys are into bullshit drama again.",152,B2.1,2.0,150.0,B2,2225,"['""', '-PRON-', 'guy', 'be', 'into', 'bullshit', 'drama', 'again', '.']","['PUNCT', 'PRON', 'NOUN', 'AUX', 'ADP', 'NOUN', 'NOUN', 'ADV', 'PUNCT']","['``', 'PRP', 'NNS', 'VBP', 'IN', 'NN', 'NN', 'RB', '.']","['punct', 'nmod', 'nsubj', 'ROOT', 'prep', 'compound', 'pobj', 'advmod', 'punct']","['are', 'guys', 'are', 'are', 'are', 'drama', 'into', 'are', 'are']"
153,153,I just like to sleep,153,B2.2,1.0,152.0,B2,2225,"['-PRON-', 'just', 'like', 'to', 'sleep']","['PRON', 'ADV', 'VERB', 'PART', 'VERB']","['PRP', 'RB', 'VBP', 'TO', 'VB']","['nsubj', 'advmod', 'ROOT', 'aux', 'xcomp']","['like', 'like', 'like', 'sleep', 'like']"
154,154,"deeply these days. That's all.""",154,B2.2,1.0,153.0,B2,2225,"['deeply', 'these', 'day', '.', 'that', 'be', 'all', '.', '""']","['ADV', 'DET', 'NOUN', 'PUNCT', 'DET', 'AUX', 'DET', 'PUNCT', 'PUNCT']","['RB', 'DT', 'NNS', '.', 'DT', 'VBZ', 'DT', '.', ""''""]","['advmod', 'det', 'npadvmod', 'punct', 'nsubj', 'ROOT', 'attr', 'punct', 'punct']","['sleep', 'days', 'sleep', 'like', ""'s"", ""'s"", ""'s"", ""'s"", ""'s""]"
155,155,,155,,,,B2,2225,[],[],[],[],[]
156,156,Sasha strides up to her dad and opens her palm.,156,B2.3,2.0,154.0,B2,2225,"['Sasha', 'stride', 'up', 'to', '-PRON-', 'dad', 'and', 'open', '-PRON-', 'palm', '.']","['PROPN', 'VERB', 'ADP', 'ADP', 'DET', 'NOUN', 'CCONJ', 'VERB', 'DET', 'NOUN', 'PUNCT']","['NNP', 'VBZ', 'RP', 'IN', 'PRP$', 'NN', 'CC', 'VBZ', 'PRP$', 'NN', '.']","['nsubj', 'ROOT', 'prt', 'prep', 'poss', 'pobj', 'cc', 'conj', 'poss', 'dobj', 'punct']","['strides', 'strides', 'strides', 'up', 'dad', 'to', 'strides', 'strides', 'palm', 'opens', 'strides']"
157,157,,157,,,,B2,2225,[],[],[],[],[]
158,158,The ten white sleeping,158,B2.4,2.0,156.0,B2,2225,"['the', 'ten', 'white', 'sleep']","['DET', 'NUM', 'ADJ', 'VERB']","['DT', 'CD', 'JJ', 'VBG']","['det', 'nummod', 'amod', 'compound']","['pills', 'pills', 'pills', 'pills']"
159,159,"pills stare at him,",159,B2.4,1.0,158.0,B2,2225,"['pill', 'stare', 'at', '-PRON-', ',']","['NOUN', 'VERB', 'ADP', 'PRON', 'PUNCT']","['NNS', 'VBP', 'IN', 'PRP', ',']","['nsubj', 'ROOT', 'prep', 'pobj', 'punct']","['stare', 'stare', 'stare', 'at', 'stare']"
160,160,an act of defiance.,160,B2.4,1.0,159.0,B2,2225,"['an', 'act', 'of', 'defiance', '.']","['DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['DT', 'NN', 'IN', 'NN', '.']","['det', 'npadvmod', 'prep', 'pobj', 'punct']","['act', 'stare', 'act', 'of', 'stare']"
161,161,"""I certainly don't need you guys freaking out…""",161,B2.5,1.0,160.0,B2,2225,"['""', '-PRON-', 'certainly', 'do', 'not', 'need', '-PRON-', 'guy', 'freak', 'out', '…', '""']","['PUNCT', 'PRON', 'ADV', 'AUX', 'PART', 'VERB', 'PRON', 'NOUN', 'VERB', 'ADP', 'PUNCT', 'PUNCT']","['``', 'PRP', 'RB', 'VBP', 'RB', 'VB', 'PRP', 'NNS', 'VBG', 'RP', 'NFP', ""''""]","['ROOT', 'nsubj', 'advmod', 'aux', 'neg', 'meta', 'nmod', 'nsubj', 'ccomp', 'prt', 'punct', 'punct']","['""', 'need', 'need', 'need', 'need', '""', 'guys', 'freaking', 'need', 'freaking', 'need', 'need']"
